filename,time_len
aaaaaqro_s003_t001_preprocessed.pt,150250
aaaaaqro_s003_t005_preprocessed.pt,75000
aaaaaqro_s003_t007_preprocessed.pt,2500
aaaaaqro_s003_t010_preprocessed.pt,136750
aaaaaqro_s003_t000_preprocessed.pt,75000
aaaaaqro_s003_t003_preprocessed.pt,150250
aaaaaqro_s003_t009_preprocessed.pt,75000
aaaaaqsl_s001_t000_preprocessed.pt,340000
aaaaaqsc_s002_t000_preprocessed.pt,330750
aaaaaqsc_s001_t000_preprocessed.pt,1724500
aaaaaqsc_s003_t004_preprocessed.pt,4750
aaaaaqsc_s003_t003_preprocessed.pt,8000
aaaaaqsc_s003_t000_preprocessed.pt,524000
aaaaaqsc_s003_t006_preprocessed.pt,158250
aaaaaqsc_s003_t002_preprocessed.pt,1250
aaaaaqsc_s003_t001_preprocessed.pt,5000
aaaaaqsc_s003_t008_preprocessed.pt,2371250
aaaaaqsc_s003_t007_preprocessed.pt,172750
aaaaaqou_s001_t000_preprocessed.pt,307500
aaaaaqrl_s002_t000_preprocessed.pt,315000
aaaaaqrl_s001_t000_preprocessed.pt,515750
aaaaaqqr_s001_t003_preprocessed.pt,2608000
aaaaaqqr_s001_t002_preprocessed.pt,7250
aaaaaqqr_s001_t000_preprocessed.pt,287750
aaaaaqqr_s001_t001_preprocessed.pt,51000
aaaaaqrk_s001_t000_preprocessed.pt,307750
aaaaaqrc_s001_t001_preprocessed.pt,344000
aaaaaqrx_s001_t004_preprocessed.pt,43250
aaaaaqrx_s001_t003_preprocessed.pt,184000
aaaaaqrx_s001_t000_preprocessed.pt,26750
aaaaaqrx_s001_t001_preprocessed.pt,124750
aaaaaqpr_s002_t000_preprocessed.pt,957250
aaaaaqpr_s001_t000_preprocessed.pt,26000
aaaaaqpr_s001_t002_preprocessed.pt,2500
aaaaaqpr_s001_t001_preprocessed.pt,279500
aaaaaqpp_s002_t000_preprocessed.pt,23500
aaaaaqpp_s002_t001_preprocessed.pt,10007750
aaaaaqpp_s001_t000_preprocessed.pt,310250
aaaaaqpp_s004_t000_preprocessed.pt,330500
aaaaaqpp_s004_t001_preprocessed.pt,2000
aaaaaqpp_s003_t000_preprocessed.pt,8750
aaaaaqpp_s003_t001_preprocessed.pt,4333500
aaaaaqri_s001_t000_preprocessed.pt,307500
aaaaaqsf_s001_t000_preprocessed.pt,322500
aaaaaqpd_s001_t000_preprocessed.pt,336000
aaaaaqqn_s002_t002_preprocessed.pt,207000
aaaaaqqn_s002_t001_preprocessed.pt,119500
aaaaaqqn_s003_t004_preprocessed.pt,32750
aaaaaqqn_s003_t006_preprocessed.pt,1664750
aaaaaqqn_s003_t003_preprocessed.pt,18000
aaaaaqqn_s003_t002_preprocessed.pt,25500
aaaaaqqn_s003_t005_preprocessed.pt,11750
aaaaaqqn_s003_t001_preprocessed.pt,5250
aaaaaqqn_s001_t000_preprocessed.pt,375250
aaaaaqql_s003_t000_preprocessed.pt,512000
aaaaaqql_s004_t006_preprocessed.pt,75000
aaaaaqql_s004_t003_preprocessed.pt,150250
aaaaaqql_s004_t009_preprocessed.pt,150250
aaaaaqql_s004_t000_preprocessed.pt,75000
aaaaaqql_s004_t007_preprocessed.pt,150250
aaaaaqql_s004_t001_preprocessed.pt,150250
aaaaaqql_s004_t004_preprocessed.pt,75000
aaaaaqql_s004_t005_preprocessed.pt,150250
aaaaaqql_s004_t008_preprocessed.pt,75000
aaaaaqql_s004_t002_preprocessed.pt,75000
aaaaaqql_s001_t000_preprocessed.pt,354000
aaaaaqql_s002_t001_preprocessed.pt,150250
aaaaaqql_s002_t003_preprocessed.pt,150250
aaaaaqql_s002_t002_preprocessed.pt,150250
aaaaaqql_s002_t004_preprocessed.pt,150250
aaaaaqql_s002_t000_preprocessed.pt,75000
aaaaaqql_s002_t005_preprocessed.pt,92250
aaaaaqqx_s001_t000_preprocessed.pt,312000
aaaaaqrw_s001_t000_preprocessed.pt,400500
aaaaaqrg_s001_t001_preprocessed.pt,326750
aaaaaqpk_s001_t000_preprocessed.pt,8750
aaaaaqpk_s001_t001_preprocessed.pt,183500
aaaaaqpk_s001_t002_preprocessed.pt,148250
aaaaaqrp_s006_t003_preprocessed.pt,75000
aaaaaqrp_s006_t002_preprocessed.pt,67000
aaaaaqrp_s006_t001_preprocessed.pt,8000
aaaaaqrp_s006_t004_preprocessed.pt,75000
aaaaaqrp_s006_t005_preprocessed.pt,75000
aaaaaqrp_s006_t000_preprocessed.pt,75000
aaaaaqrp_s007_t002_preprocessed.pt,75000
aaaaaqrp_s007_t000_preprocessed.pt,75000
aaaaaqrp_s007_t003_preprocessed.pt,75000
aaaaaqrp_s007_t001_preprocessed.pt,75000
aaaaaqrp_s008_t000_preprocessed.pt,121250
aaaaaqrp_s008_t001_preprocessed.pt,899750
aaaaaqrp_s001_t001_preprocessed.pt,1471500
aaaaaqrp_s001_t000_preprocessed.pt,12500
aaaaaqrp_s003_t000_preprocessed.pt,75000
aaaaaqrp_s003_t002_preprocessed.pt,75000
aaaaaqrp_s003_t001_preprocessed.pt,75000
aaaaaqrp_s005_t000_preprocessed.pt,75000
aaaaaqrp_s005_t002_preprocessed.pt,75000
aaaaaqrp_s005_t001_preprocessed.pt,75000
aaaaaqrp_s004_t001_preprocessed.pt,75000
aaaaaqrp_s004_t000_preprocessed.pt,75000
aaaaaqrp_s002_t001_preprocessed.pt,300250
aaaaaqrq_s003_t001_preprocessed.pt,150250
aaaaaqrq_s003_t000_preprocessed.pt,75000
aaaaaqrq_s003_t002_preprocessed.pt,150250
aaaaaqrq_s003_t007_preprocessed.pt,75000
aaaaaqrq_s003_t006_preprocessed.pt,150250
aaaaaqrq_s003_t003_preprocessed.pt,75000
aaaaaqrq_s003_t004_preprocessed.pt,150250
aaaaaqrq_s003_t008_preprocessed.pt,150250
aaaaaqrq_s003_t005_preprocessed.pt,75000
aaaaaqrq_s002_t002_preprocessed.pt,150250
aaaaaqrq_s002_t008_preprocessed.pt,75000
aaaaaqrq_s002_t001_preprocessed.pt,43000
aaaaaqrq_s002_t009_preprocessed.pt,150250
aaaaaqrq_s002_t005_preprocessed.pt,150250
aaaaaqrq_s002_t000_preprocessed.pt,32000
aaaaaqrq_s002_t004_preprocessed.pt,75000
aaaaaqrq_s002_t006_preprocessed.pt,75000
aaaaaqrq_s002_t007_preprocessed.pt,150250
aaaaaqrq_s002_t003_preprocessed.pt,150250
aaaaaqrq_s001_t000_preprocessed.pt,315500
aaaaaqpi_s001_t000_preprocessed.pt,82500
aaaaaqpi_s001_t001_preprocessed.pt,309500
aaaaaqpn_s001_t014_preprocessed.pt,2639250
aaaaaqpn_s001_t003_preprocessed.pt,4000
aaaaaqpn_s001_t009_preprocessed.pt,29000
aaaaaqpn_s001_t004_preprocessed.pt,69500
aaaaaqpn_s001_t010_preprocessed.pt,251250
aaaaaqpn_s001_t006_preprocessed.pt,4250
aaaaaqpn_s001_t012_preprocessed.pt,18750
aaaaaqpn_s001_t013_preprocessed.pt,6250
aaaaaqpn_s001_t007_preprocessed.pt,105250
aaaaaqpn_s001_t002_preprocessed.pt,14000
aaaaaqpn_s001_t008_preprocessed.pt,875500
aaaaaqpn_s001_t005_preprocessed.pt,2250
aaaaaqpn_s001_t000_preprocessed.pt,847750
aaaaaqqo_s002_t001_preprocessed.pt,327500
aaaaaqqo_s001_t000_preprocessed.pt,383750
aaaaaqsn_s001_t003_preprocessed.pt,298000
aaaaaqsn_s001_t001_preprocessed.pt,128750
aaaaaqsn_s001_t005_preprocessed.pt,690750
aaaaaqsn_s001_t000_preprocessed.pt,54500
aaaaaqsn_s001_t002_preprocessed.pt,144000
aaaaaqsn_s001_t004_preprocessed.pt,131500
aaaaaqsn_s003_t000_preprocessed.pt,315500
aaaaaqsn_s002_t004_preprocessed.pt,132250
aaaaaqsn_s002_t010_preprocessed.pt,9500
aaaaaqsn_s002_t012_preprocessed.pt,747250
aaaaaqsn_s002_t007_preprocessed.pt,13250
aaaaaqsn_s002_t000_preprocessed.pt,123250
aaaaaqsn_s002_t001_preprocessed.pt,5000
aaaaaqsn_s002_t005_preprocessed.pt,45500
aaaaaqsn_s002_t006_preprocessed.pt,28500
aaaaaqsn_s002_t011_preprocessed.pt,295750
aaaaaqsn_s002_t009_preprocessed.pt,85000
aaaaaqsn_s002_t002_preprocessed.pt,5250
aaaaaqsn_s002_t008_preprocessed.pt,7250
aaaaaqqz_s001_t000_preprocessed.pt,378250
aaaaaqqw_s001_t000_preprocessed.pt,315750
aaaaaqrb_s001_t001_preprocessed.pt,328250
aaaaaqpt_s001_t000_preprocessed.pt,237500
aaaaaqpt_s001_t002_preprocessed.pt,61250
aaaaaqpt_s001_t001_preprocessed.pt,17250
aaaaaqqj_s002_t000_preprocessed.pt,330750
aaaaaqqj_s001_t001_preprocessed.pt,324250
aaaaaqqj_s001_t000_preprocessed.pt,22000
aaaaaqpz_s001_t001_preprocessed.pt,207500
aaaaaqpz_s001_t002_preprocessed.pt,124500
aaaaaqqt_s001_t000_preprocessed.pt,386000
aaaaaqpl_s001_t001_preprocessed.pt,675750
aaaaaqqp_s006_t005_preprocessed.pt,75000
aaaaaqqp_s006_t003_preprocessed.pt,150250
aaaaaqqp_s006_t000_preprocessed.pt,75000
aaaaaqqp_s006_t008_preprocessed.pt,150250
aaaaaqqp_s006_t002_preprocessed.pt,75000
aaaaaqqp_s006_t001_preprocessed.pt,150250
aaaaaqqp_s006_t006_preprocessed.pt,150250
aaaaaqqp_s006_t004_preprocessed.pt,157000
aaaaaqqp_s006_t007_preprocessed.pt,75000
aaaaaqqp_s007_t000_preprocessed.pt,75000
aaaaaqqp_s007_t001_preprocessed.pt,150250
aaaaaqqp_s007_t002_preprocessed.pt,150250
aaaaaqqp_s007_t004_preprocessed.pt,150250
aaaaaqqp_s007_t003_preprocessed.pt,150250
aaaaaqqp_s001_t000_preprocessed.pt,393500
aaaaaqqp_s003_t001_preprocessed.pt,16800500
aaaaaqqp_s005_t002_preprocessed.pt,150250
aaaaaqqp_s005_t003_preprocessed.pt,150250
aaaaaqqp_s005_t004_preprocessed.pt,75000
aaaaaqqp_s005_t008_preprocessed.pt,75000
aaaaaqqp_s005_t006_preprocessed.pt,75000
aaaaaqqp_s005_t007_preprocessed.pt,150250
aaaaaqqp_s005_t005_preprocessed.pt,150250
aaaaaqqp_s005_t001_preprocessed.pt,70500
aaaaaqqp_s005_t009_preprocessed.pt,150250
aaaaaqqp_s002_t001_preprocessed.pt,328750
aaaaaqqp_s004_t002_preprocessed.pt,2372000
aaaaaqqp_s004_t003_preprocessed.pt,3666000
aaaaaqqp_s004_t000_preprocessed.pt,425250
aaaaaqqp_s004_t005_preprocessed.pt,14036500
aaaaaqsb_s002_t014_preprocessed.pt,37500
aaaaaqsb_s002_t002_preprocessed.pt,15500
aaaaaqsb_s002_t016_preprocessed.pt,900250
aaaaaqsb_s002_t012_preprocessed.pt,10750
aaaaaqsb_s002_t005_preprocessed.pt,5250
aaaaaqsb_s002_t001_preprocessed.pt,384500
aaaaaqsb_s002_t020_preprocessed.pt,11250
aaaaaqsb_s002_t007_preprocessed.pt,18500
aaaaaqsb_s002_t010_preprocessed.pt,21500
aaaaaqsb_s002_t017_preprocessed.pt,92000
aaaaaqsb_s002_t000_preprocessed.pt,45000
aaaaaqsb_s002_t013_preprocessed.pt,3750
aaaaaqsb_s002_t018_preprocessed.pt,1681000
aaaaaqsb_s002_t021_preprocessed.pt,1178750
aaaaaqsb_s002_t008_preprocessed.pt,7250
aaaaaqsb_s002_t003_preprocessed.pt,281500
aaaaaqsb_s002_t011_preprocessed.pt,50750
aaaaaqsb_s002_t006_preprocessed.pt,8000
aaaaaqsb_s002_t004_preprocessed.pt,1750
aaaaaqsb_s002_t015_preprocessed.pt,24750
aaaaaqsb_s002_t019_preprocessed.pt,16500
aaaaaqsb_s003_t000_preprocessed.pt,317750
aaaaaqsb_s001_t000_preprocessed.pt,49500
aaaaaqsb_s001_t001_preprocessed.pt,258000
aaaaaqrs_s006_t003_preprocessed.pt,150250
aaaaaqrs_s006_t001_preprocessed.pt,150250
aaaaaqrs_s006_t002_preprocessed.pt,150250
aaaaaqrs_s007_t000_preprocessed.pt,75000
aaaaaqrs_s007_t005_preprocessed.pt,150250
aaaaaqrs_s007_t002_preprocessed.pt,150250
aaaaaqrs_s007_t001_preprocessed.pt,150250
aaaaaqrs_s007_t003_preprocessed.pt,150250
aaaaaqrs_s007_t004_preprocessed.pt,150250
aaaaaqrs_s010_t000_preprocessed.pt,313750
aaaaaqrs_s002_t000_preprocessed.pt,360500
aaaaaqrs_s009_t002_preprocessed.pt,150250
aaaaaqrs_s009_t000_preprocessed.pt,75000
aaaaaqrs_s009_t003_preprocessed.pt,118500
aaaaaqrs_s009_t001_preprocessed.pt,150250
aaaaaqrs_s005_t000_preprocessed.pt,75000
aaaaaqrs_s005_t001_preprocessed.pt,150250
aaaaaqrs_s005_t002_preprocessed.pt,150250
aaaaaqrs_s008_t008_preprocessed.pt,75000
aaaaaqrs_s008_t009_preprocessed.pt,87750
aaaaaqrs_s008_t003_preprocessed.pt,82500
aaaaaqrs_s008_t001_preprocessed.pt,71250
aaaaaqrs_s008_t004_preprocessed.pt,75000
aaaaaqrs_s008_t002_preprocessed.pt,75000
aaaaaqrs_s008_t007_preprocessed.pt,81000
aaaaaqrs_s008_t006_preprocessed.pt,75000
aaaaaqrs_s008_t000_preprocessed.pt,75000
aaaaaqrs_s008_t005_preprocessed.pt,87500
aaaaaqrs_s003_t001_preprocessed.pt,195500
aaaaaqrs_s003_t000_preprocessed.pt,128750
aaaaaqrs_s004_t004_preprocessed.pt,2250
aaaaaqrs_s004_t005_preprocessed.pt,150250
aaaaaqrs_s004_t001_preprocessed.pt,185000
aaaaaqrs_s004_t003_preprocessed.pt,186000
aaaaaqrs_s004_t002_preprocessed.pt,150250
aaaaaqrs_s001_t000_preprocessed.pt,71500
aaaaaqrs_s001_t001_preprocessed.pt,186750
aaaaaqrs_s001_t002_preprocessed.pt,56500
aaaaaqps_s001_t001_preprocessed.pt,145500
aaaaaqps_s001_t000_preprocessed.pt,170250
aaaaaqps_s001_t002_preprocessed.pt,3750
aaaaaqrv_s001_t003_preprocessed.pt,104750
aaaaaqrv_s001_t000_preprocessed.pt,54500
aaaaaqrv_s001_t002_preprocessed.pt,75000
aaaaaqrv_s001_t006_preprocessed.pt,45750
aaaaaqrv_s001_t004_preprocessed.pt,30000
aaaaaqrv_s001_t005_preprocessed.pt,30000
aaaaaqrv_s001_t001_preprocessed.pt,35250
aaaaaqpq_s001_t000_preprocessed.pt,17250
aaaaaqpq_s001_t004_preprocessed.pt,169750
aaaaaqpq_s001_t002_preprocessed.pt,58000
aaaaaqpq_s001_t003_preprocessed.pt,24750
aaaaaqpq_s001_t001_preprocessed.pt,21750
aaaaaqpq_s001_t005_preprocessed.pt,80250
aaaaaqrz_s001_t002_preprocessed.pt,324750
aaaaaqrz_s001_t000_preprocessed.pt,22250
aaaaaqrz_s001_t001_preprocessed.pt,4500
aaaaaqph_s001_t000_preprocessed.pt,402000
aaaaaqqa_s001_t001_preprocessed.pt,325500
aaaaaqqi_s001_t000_preprocessed.pt,315000
aaaaaqox_s001_t000_preprocessed.pt,317750
aaaaaqpb_s001_t000_preprocessed.pt,329750
aaaaaqpm_s005_t000_preprocessed.pt,343250
aaaaaqpm_s002_t001_preprocessed.pt,150250
aaaaaqpm_s002_t003_preprocessed.pt,60250
aaaaaqpm_s002_t002_preprocessed.pt,150250
aaaaaqpm_s002_t000_preprocessed.pt,75000
aaaaaqpm_s004_t005_preprocessed.pt,75000
aaaaaqpm_s004_t002_preprocessed.pt,150250
aaaaaqpm_s004_t006_preprocessed.pt,150250
aaaaaqpm_s004_t003_preprocessed.pt,75000
aaaaaqpm_s004_t004_preprocessed.pt,150250
aaaaaqpm_s004_t001_preprocessed.pt,150250
aaaaaqpm_s004_t000_preprocessed.pt,75000
aaaaaqpm_s001_t000_preprocessed.pt,111000
aaaaaqpm_s001_t002_preprocessed.pt,182250
aaaaaqpm_s001_t001_preprocessed.pt,17750
aaaaaqpm_s003_t000_preprocessed.pt,75000
aaaaaqpm_s003_t001_preprocessed.pt,75000
aaaaaqpm_s003_t007_preprocessed.pt,150250
aaaaaqpm_s003_t006_preprocessed.pt,75000
aaaaaqpm_s003_t004_preprocessed.pt,75000
aaaaaqpm_s003_t003_preprocessed.pt,75000
aaaaaqpm_s003_t005_preprocessed.pt,150250
aaaaaqpm_s003_t002_preprocessed.pt,150250
aaaaaqsj_s001_t000_preprocessed.pt,318250
aaaaaqra_s001_t001_preprocessed.pt,326500
aaaaaqqu_s001_t000_preprocessed.pt,160000
aaaaaqqu_s001_t001_preprocessed.pt,176000
aaaaaqqb_s001_t001_preprocessed.pt,325250
aaaaaqqb_s002_t002_preprocessed.pt,412750
aaaaaqqb_s002_t001_preprocessed.pt,334750
aaaaaqqb_s002_t003_preprocessed.pt,64000
aaaaaqqb_s002_t000_preprocessed.pt,123000
aaaaaqoz_s001_t000_preprocessed.pt,307500
aaaaaqrn_s002_t002_preprocessed.pt,75000
aaaaaqrn_s002_t001_preprocessed.pt,75000
aaaaaqrn_s002_t003_preprocessed.pt,75000
aaaaaqrn_s002_t000_preprocessed.pt,75000
aaaaaqrn_s001_t001_preprocessed.pt,328250
aaaaaqrn_s003_t000_preprocessed.pt,75000
aaaaaqrn_s003_t001_preprocessed.pt,75000
aaaaaqrf_s002_t001_preprocessed.pt,332250
aaaaaqrf_s001_t001_preprocessed.pt,311750
aaaaaqqq_s001_t000_preprocessed.pt,346250
aaaaaqse_s001_t002_preprocessed.pt,45000
aaaaaqse_s001_t001_preprocessed.pt,212500
aaaaaqse_s001_t000_preprocessed.pt,33750
aaaaaqrd_s001_t001_preprocessed.pt,326750
aaaaaqpc_s001_t000_preprocessed.pt,416250
aaaaaqsm_s001_t004_preprocessed.pt,11500
aaaaaqsm_s001_t003_preprocessed.pt,4000
aaaaaqsm_s001_t005_preprocessed.pt,292500
aaaaaqsm_s001_t001_preprocessed.pt,19500
aaaaaqsm_s001_t002_preprocessed.pt,3500
aaaaaqsm_s001_t000_preprocessed.pt,20000
aaaaaqsp_s001_t000_preprocessed.pt,60500
aaaaaqsp_s001_t003_preprocessed.pt,14250
aaaaaqsp_s001_t004_preprocessed.pt,204750
aaaaaqsp_s001_t001_preprocessed.pt,14500
aaaaaqsp_s001_t002_preprocessed.pt,95750
aaaaaqsd_s001_t000_preprocessed.pt,316250
aaaaaqqs_s001_t000_preprocessed.pt,378250
aaaaabcw_s001_t000_preprocessed.pt,307000
aaaaabem_s001_t000_preprocessed.pt,300500
aaaaabcb_s001_t000_preprocessed.pt,300000
aaaaabek_s001_t000_preprocessed.pt,300000
aaaaabek_s002_t001_preprocessed.pt,283250
aaaaabdw_s001_t000_preprocessed.pt,376750
aaaaabcm_s001_t000_preprocessed.pt,364750
aaaaabcf_s001_t001_preprocessed.pt,314250
aaaaabcf_s002_t001_preprocessed.pt,314750
aaaaabbv_s001_t001_preprocessed.pt,299750
aaaaabch_s001_t000_preprocessed.pt,295500
aaaaabbo_s002_t000_preprocessed.pt,20000
aaaaabbo_s002_t001_preprocessed.pt,434250
aaaaabbo_s001_t001_preprocessed.pt,316250
aaaaabdc_s001_t001_preprocessed.pt,289000
aaaaabdc_s001_t000_preprocessed.pt,56500
aaaaabdr_s001_t001_preprocessed.pt,320000
aaaaabbg_s001_t000_preprocessed.pt,304250
aaaaabef_s001_t001_preprocessed.pt,299000
aaaaabcr_s002_t000_preprocessed.pt,305000
aaaaabcr_s004_t001_preprocessed.pt,200750
aaaaabcr_s004_t000_preprocessed.pt,155750
aaaaabcr_s003_t000_preprocessed.pt,347000
aaaaabcr_s001_t001_preprocessed.pt,328500
aaaaabct_s001_t000_preprocessed.pt,384000
aaaaabct_s003_t000_preprocessed.pt,390250
aaaaabct_s002_t000_preprocessed.pt,316500
aaaaabbq_s001_t001_preprocessed.pt,308500
aaaaabbq_s003_t001_preprocessed.pt,325500
aaaaabbq_s002_t010_preprocessed.pt,32250
aaaaabbq_s002_t006_preprocessed.pt,31500
aaaaabbq_s002_t008_preprocessed.pt,22000
aaaaabbq_s002_t001_preprocessed.pt,42000
aaaaabbq_s002_t011_preprocessed.pt,35500
aaaaabbq_s002_t009_preprocessed.pt,34750
aaaaabbq_s002_t000_preprocessed.pt,31750
aaaaabbq_s002_t002_preprocessed.pt,57000
aaaaabbq_s002_t004_preprocessed.pt,32250
aaaaabbq_s002_t007_preprocessed.pt,32000
aaaaabbq_s002_t003_preprocessed.pt,42250
aaaaabbq_s002_t005_preprocessed.pt,32000
aaaaabdy_s001_t001_preprocessed.pt,314000
aaaaabck_s001_t003_preprocessed.pt,215500
aaaaabck_s001_t002_preprocessed.pt,149000
